pred	label
0.24285714285714285	2
0.08285714285714285	2
0.6485714285714286	3
0.2857142857142857	3
0.022857142857142857	3
0.09142857142857143	3
0.6542857142857142	2
0.6685714285714286	2
0.037142857142857144	2
0.18	2
0.014285714285714285	2
0.4857142857142857	2
0.1457142857142857	3
0.3914285714285714	2
0.3485714285714286	2
0.017142857142857144	1
0.9857142857142858	3
0.03142857142857143	2
0.02857142857142857	3
0.0	3
0.008571428571428572	3
0.008571428571428572	3
0.3485714285714286	2
0.68	1
0.9828571428571429	1
0.002857142857142857	3
0.9857142857142858	1
0.9114285714285715	2
0.19714285714285715	3
0.011428571428571429	3
0.002857142857142857	3
0.03428571428571429	2
0.9971428571428571	1
0.005714285714285714	3
0.17142857142857143	2
0.0	3
0.005714285714285714	3
0.3	2
0.002857142857142857	2
0.14285714285714285	2
0.0	3
0.06857142857142857	1
0.24	2
0.005714285714285714	3
0.0	2
0.002857142857142857	2
0.0	3
0.0	3
0.0	3
0.022857142857142857	2
0.0	3
0.0	2
0.07428571428571429	2
0.0	3
0.0	3
0.0	3
0.09142857142857143	3
0.0	3
0.0	2
0.16	2
0.002857142857142857	2
0.42	2
0.21714285714285714	2
0.09714285714285714	3
0.10571428571428572	2
0.06571428571428571	2
0.03142857142857143	3
0.13142857142857142	3
0.05714285714285714	2
0.14857142857142858	3
0.06	3
0.045714285714285714	3
0.02	3
0.011428571428571429	3
0.4685714285714286	3
0.02	3
0.025714285714285714	3
0.09142857142857143	2
0.2885714285714286	2
0.011428571428571429	3
0.6342857142857142	2
0.26	1
0.4	3
0.9571428571428572	2
0.10857142857142857	3
0.9571428571428572	2
0.008571428571428572	2
0.8914285714285715	1
0.26571428571428574	1
0.011428571428571429	3
0.014285714285714285	3
0.8885714285714286	1
0.002857142857142857	2
0.002857142857142857	3
0.6828571428571428	2
0.0	3
0.36857142857142855	3
0.002857142857142857	3
0.0	2
0.0	3
0.002857142857142857	3
0.005714285714285714	2
0.002857142857142857	3
0.008571428571428572	3
0.054285714285714284	3
0.005714285714285714	3
0.0	3
0.2342857142857143	2
0.008571428571428572	3
0.14857142857142858	2
0.0	2
0.09714285714285714	3
0.4657142857142857	2
0.0	2
0.054285714285714284	3
0.13428571428571429	2
0.04857142857142857	3
0.11714285714285715	2
0.037142857142857144	3
0.9714285714285714	2
0.03142857142857143	3
0.9542857142857143	2
0.38	2
0.23714285714285716	2
0.19714285714285715	2
0.7885714285714286	2
0.24285714285714285	3
0.10857142857142857	3
0.017142857142857144	2
0.27714285714285714	1
0.94	2
0.34	3
0.03428571428571429	3
0.8514285714285714	2
0.05714285714285714	3
0.014285714285714285	3
0.005714285714285714	2
0.08571428571428572	3
0.68	2
0.24571428571428572	2
0.05142857142857143	3
0.5571428571428572	3
0.11714285714285715	3
0.0	3
0.08571428571428572	3
0.2885714285714286	2
0.7	1
0.002857142857142857	2
0.28285714285714286	3
0.08571428571428572	3
0.005714285714285714	3
0.5314285714285715	2
0.19428571428571428	3
0.16	2
0.49714285714285716	2
0.2885714285714286	2
0.045714285714285714	3
0.005714285714285714	3
0.0	2
0.36857142857142855	3
0.5028571428571429	2
0.0	2
0.0	3
0.037142857142857144	3
0.7114285714285714	2
0.014285714285714285	3
0.0	3
0.09714285714285714	3
0.002857142857142857	3
0.48	2
0.005714285714285714	3
0.014285714285714285	3
0.06857142857142857	2
0.29428571428571426	2
0.08571428571428572	2
0.0	3
0.002857142857142857	3
0.011428571428571429	3
0.15142857142857144	2
0.008571428571428572	3
0.008571428571428572	3
0.0	3
0.37142857142857144	2
0.18857142857142858	2
0.054285714285714284	2
0.0	3
0.2885714285714286	2
0.002857142857142857	3
0.0	2
0.0	3
0.03428571428571429	2
0.20857142857142857	2
0.0	3
0.5714285714285714	2
0.014285714285714285	3
0.0	3
0.08	2
0.03428571428571429	2
0.0	3
0.02857142857142857	2
0.008571428571428572	2
0.011428571428571429	3
0.3657142857142857	2
0.11714285714285715	1
0.07428571428571429	3
0.6514285714285715	3
0.4342857142857143	1
0.0	3
0.045714285714285714	2
0.0	3
0.8971428571428571	2
0.008571428571428572	3
0.13142857142857142	3
0.12285714285714286	3
0.44285714285714284	2
0.6114285714285714	2
0.002857142857142857	3
0.2571428571428571	2
0.002857142857142857	3
0.005714285714285714	2
0.3171428571428571	3
0.3314285714285714	3
0.014285714285714285	3
0.7028571428571428	3
0.054285714285714284	2
0.002857142857142857	3
0.1	2
0.1742857142857143	2
0.002857142857142857	3
0.0	2
0.02	3
0.11142857142857143	2
0.6571428571428571	2
0.09142857142857143	3
0.07428571428571429	3
0.037142857142857144	3
0.002857142857142857	2
0.10285714285714286	3
0.14857142857142858	2
0.0	3
0.15142857142857144	2
0.022857142857142857	2
0.35428571428571426	3
0.002857142857142857	3
0.05714285714285714	3
0.0	2
0.2742857142857143	2
0.04	2
0.28285714285714286	2
0.002857142857142857	3
0.005714285714285714	3
0.2885714285714286	2
0.02857142857142857	3
0.005714285714285714	2
0.24571428571428572	2
0.0	3
0.0	2
0.017142857142857144	3
0.002857142857142857	3
0.7628571428571429	1
0.014285714285714285	2
0.0	2
0.02	2
0.13714285714285715	3
0.2885714285714286	2
0.3457142857142857	3
0.3742857142857143	2
0.002857142857142857	3
0.37714285714285717	3
0.0	2
0.29428571428571426	2
0.0	3
0.4742857142857143	3
0.19485714285714287	2
0.07714285714285714	2
0.2857142857142857	2
0.8628571428571429	1
0.3657142857142857	3
0.04	3
0.10571428571428572	2
0.19428571428571428	3
0.3028571428571429	2
0.10571428571428572	3
0.32857142857142857	2
0.13428571428571429	3
0.06857142857142857	3
0.037142857142857144	3
0.11142857142857143	2
0.13142857142857142	2
0.1657142857142857	2
0.11142857142857143	2
0.3485714285714286	3
0.02857142857142857	3
0.07428571428571429	2
0.7714285714285715	2
0.09428571428571429	2
0.03142857142857143	3
0.45714285714285713	3
0.5257142857142857	2
0.6	2
0.14	3
0.3485714285714286	3
0.08285714285714285	2
0.005714285714285714	2
0.86	1
0.06857142857142857	2
0.18857142857142858	2
0.008571428571428572	3
0.0	3
0.011428571428571429	3
0.011428571428571429	3
0.011428571428571429	2
0.011428571428571429	3
0.005714285714285714	3
0.0	3
0.02857142857142857	3
0.06571428571428571	2
0.017142857142857144	2
0.0	3
0.11714285714285715	3
0.3457142857142857	2
0.011428571428571429	3
0.08857142857142856	3
0.017142857142857144	3
0.7542857142857143	2
0.5114285714285715	3
0.022857142857142857	3
0.23142857142857143	3
0.011428571428571429	3
0.23714285714285716	2
0.07428571428571429	3
0.0	3
0.0	3
0.045714285714285714	3
0.3171428571428571	2
0.014285714285714285	3
0.07428571428571429	3
0.07714285714285714	3
0.011428571428571429	3
0.26571428571428574	2
0.14857142857142858	3
0.04	2
0.04285714285714286	3
0.06285714285714286	2
0.08857142857142856	3
0.04857142857142857	3
0.33714285714285713	2
0.05714285714285714	3
0.08	3
0.26285714285714284	3
0.002857142857142857	3
0.02	3
0.002857142857142857	3
0.054285714285714284	3
0.18571428571428572	3
0.005714285714285714	3
0.045714285714285714	3
0.06	2
0.03142857142857143	3
0.7171428571428572	2
0.7971428571428572	3
0.005714285714285714	3
0.1	3
0.8828571428571429	2
0.02	3
0.005714285714285714	2
0.008571428571428572	3
0.014285714285714285	3
0.02857142857142857	3
0.4228571428571429	3
0.6542857142857142	2
0.17142857142857143	2
0.05714285714285714	1
0.17142857142857143	2
0.04857142857142857	3
0.02	3
0.02857142857142857	3
0.7514285714285714	2
0.7457142857142857	2
0.09428571428571429	2
0.002857142857142857	3
0.005714285714285714	2
0.0	3
0.002857142857142857	3
0.43714285714285717	2
0.002857142857142857	3
0.0	3
0.011428571428571429	3
0.014285714285714285	3
0.06857142857142857	3
0.0	3
0.04	3
0.011428571428571429	2
0.005714285714285714	3
0.06857142857142857	3
0.20857142857142857	3
0.002857142857142857	3
0.002857142857142857	3
0.03428571428571429	3
0.0	3
0.6828571428571428	1
0.42857142857142855	3
0.42	2
0.3028571428571429	3
0.12571428571428572	1
0.32571428571428573	2
0.37142857142857144	3
0.022857142857142857	2
0.045714285714285714	3
0.8714285714285714	2
0.14285714285714285	2
0.07428571428571429	3
0.2257142857142857	2
0.06	3
0.9	2
0.9514285714285714	1
0.06571428571428571	3
0.3	2
0.05142857142857143	3
0.13428571428571429	3
0.32571428571428573	3
0.9028571428571428	2
0.06285714285714286	2
0.011428571428571429	2
0.13714285714285715	2
0.08285714285714285	3
0.12857142857142856	2
0.7857142857142857	2
0.6685714285714286	2
0.07714285714285714	3
0.16857142857142857	3
0.02857142857142857	3
0.04857142857142857	3
0.002857142857142857	2
0.07428571428571429	3
0.03428571428571429	3
0.10285714285714286	2
0.002857142857142857	3
0.18595238095238098	2
0.19785714285714287	2
0.6264285714285716	3
0.5257142857142857	3
0.29	2
0.18285714285714286	2
0.07142857142857142	2
0.04857142857142857	3
0.9342857142857143	2
0.13714285714285715	3
0.659047619047619	3
0.23714285714285716	2
0.08761904761904762	3
0.4042857142857143	1
0.9685714285714285	1
0.7142857142857143	2
0.9028571428571428	2
0.27714285714285714	3
0.26857142857142857	2
0.02142857142857143	2
0.9914285714285714	2
0.4507482993197279	3
0.4342857142857143	3
0.9457142857142857	1
0.014285714285714285	2
0.03142857142857143	3
0.008571428571428572	3
0.0	3
0.13714285714285715	3
0.5314285714285715	2
0.03428571428571429	3
0.0	3
0.0	3
0.022857142857142857	3
0.011428571428571429	3
0.0	3
0.4828571428571429	3
0.002857142857142857	3
0.0	3
0.005714285714285714	3
0.022857142857142857	3
0.8685714285714285	2
0.4514285714285714	2
0.04857142857142857	2
0.03428571428571429	2
0.1457142857142857	2
0.23714285714285716	2
0.0	3
0.008571428571428572	3
0.4085714285714286	3
0.02857142857142857	2
0.037142857142857144	3
0.02	3
0.10285714285714286	2
0.03428571428571429	2
0.022857142857142857	3
0.36	2
0.02	3
0.0	3
0.0	3
0.02857142857142857	3
0.0	3
0.002857142857142857	3
0.011428571428571429	2
0.002857142857142857	3
0.002857142857142857	3
0.014285714285714285	3
0.11142857142857143	3
0.18857142857142858	2
0.12857142857142856	2
0.12857142857142856	3
0.17714285714285713	2
0.02	3
0.03142857142857143	3
0.7085714285714285	3
0.03142857142857143	2
0.04857142857142857	3
0.014285714285714285	3
0.14285714285714285	3
0.005714285714285714	3
0.0	3
0.0	3
0.06	3
0.38285714285714284	3
0.0	3
0.025714285714285714	3
0.0	3
0.0	3
0.0	3
0.0	3
0.0	3
0.0	3
0.11142857142857143	2
0.13142857142857142	2
0.20285714285714285	3
0.045714285714285714	2
0.005714285714285714	2
0.04285714285714286	2
0.0	3
0.002857142857142857	3
0.4714285714285714	2
0.2885714285714286	2
0.022857142857142857	3
0.18	2
0.22	2
0.5771428571428572	1
0.022857142857142857	2
0.14	3
0.005714285714285714	3
0.1657142857142857	3
0.9857142857142858	2
0.9514285714285714	3
0.9942857142857143	2
0.8771428571428571	2
0.8114285714285714	2
0.05142857142857143	3
0.0	2
0.06	3
0.005714285714285714	2
0.36	2
0.20857142857142857	2
0.025714285714285714	3
0.02	3
0.008571428571428572	3
0.0	3
0.44857142857142857	2
0.014285714285714285	2
0.08	2
0.0	3
0.08	3
0.0	3
0.002857142857142857	3
0.7914285714285715	2
0.0	3
0.0	2
0.08571428571428572	2
0.0	2
0.4228571428571429	2
0.0	3
0.06285714285714286	2
0.1657142857142857	2
0.002857142857142857	3
0.0	3
0.005714285714285714	3
0.16	3
0.03142857142857143	3
0.002857142857142857	3
0.0	2
0.0	2
0.008571428571428572	3
0.0	3
0.0	3
0.31142857142857144	2
0.005714285714285714	3
0.28	2
0.02857142857142857	3
0.38	2
0.7228571428571429	3
0.8428571428571429	2
0.8171428571428572	1
0.21428571428571427	3
0.4685714285714286	2
0.002857142857142857	3
0.5228571428571429	3
0.15428571428571428	3
0.06857142857142857	3
0.0	3
0.0	3
0.04857142857142857	2
0.0	3
0.0	3
0.025714285714285714	3
0.017142857142857144	3
0.12285714285714286	3
0.03428571428571429	3
0.005714285714285714	3
0.1657142857142857	2
0.002857142857142857	3
0.002857142857142857	3
0.03142857142857143	3
0.0	3
0.09428571428571429	3
0.011428571428571429	3
0.04	3
0.014285714285714285	3
0.94	3
0.9	2
0.005714285714285714	3
0.008571428571428572	3
0.08571428571428572	3
0.07428571428571429	3
0.36857142857142855	2
0.0	3
0.054285714285714284	3
0.7942857142857143	2
0.017142857142857144	3
0.02	3
0.06	2
0.002857142857142857	3
0.0	3
0.0	3
0.0	3
0.0	3
0.0	3
0.24285714285714285	3
0.26	3
0.0	3
0.0	3
0.017142857142857144	2
0.0	3
0.0	3
0.017142857142857144	3
0.0	3
0.02857142857142857	2
0.0	3
0.06571428571428571	3
0.0	3
0.0	3
0.0	3
0.16	2
0.002857142857142857	3
0.0	3
0.002857142857142857	3
0.0	3
0.008571428571428572	3
0.054285714285714284	3
0.0	2
0.0	3
0.06571428571428571	2
0.0	3
0.002857142857142857	2
0.0	3
0.0	3
0.8542857142857143	1
0.19142857142857142	2
0.1	3
0.03428571428571429	2
0.12571428571428572	2
0.002857142857142857	3
0.4742857142857143	2
0.0	3
0.18285714285714286	3
0.0	3
0.0	3
0.025714285714285714	3
0.017142857142857144	3
0.02	3
0.0	3
0.03428571428571429	3
0.002857142857142857	2
0.002857142857142857	3
0.0	3
0.44	2
0.045714285714285714	3
0.37142857142857144	2
0.04285714285714286	1
0.44	3
0.002857142857142857	2
0.15714285714285714	3
0.0	3
0.4714285714285714	1
0.017142857142857144	3
0.045714285714285714	3
0.011428571428571429	3
0.5828571428571429	2
0.02857142857142857	3
0.12857142857142856	2
0.07428571428571429	3
0.002857142857142857	2
0.1	2
0.05714285714285714	3
0.12571428571428572	1
0.005714285714285714	3
0.12	3
0.09428571428571429	3
0.16285714285714287	3
0.025714285714285714	3
0.11714285714285715	3
0.5714285714285714	2
0.04	3
0.017142857142857144	3
0.011428571428571429	3
0.04	2
0.15714285714285714	3
0.0	2
0.017142857142857144	2
0.005714285714285714	3
0.014285714285714285	3
0.04285714285714286	3
0.5057142857142857	3
0.011428571428571429	3
0.08857142857142856	2
0.06285714285714286	3
0.037142857142857144	3
0.002857142857142857	3
0.008571428571428572	2
0.0	1
0.62	1
0.0	3
0.03428571428571429	2
0.008571428571428572	2
0.014285714285714285	3
0.14285714285714285	2
0.3657142857142857	3
0.13142857142857142	2
0.04285714285714286	3
0.5428571428571428	2
0.0	3
0.0	3
0.0	3
0.002857142857142857	2
0.0	2
0.037142857142857144	2
0.0	3
0.005714285714285714	3
0.0	3
0.002857142857142857	3
0.002857142857142857	3
0.29714285714285715	2
0.025714285714285714	3
0.0	3
0.002857142857142857	3
0.0	3
0.0	2
0.0	3
0.014285714285714285	3
0.0	3
0.0	3
0.05142857142857143	3
0.005714285714285714	3
0.7428571428571429	3
0.008571428571428572	2
0.0	2
0.0	3
0.04	2
0.0	3
0.005714285714285714	3
0.3657142857142857	2
0.005714285714285714	3
0.005714285714285714	3
0.011428571428571429	3
0.008571428571428572	3
0.002857142857142857	3
0.011428571428571429	3
0.10857142857142857	3
0.30857142857142855	3
0.017142857142857144	3
0.002857142857142857	3
0.0	3
0.002857142857142857	3
0.0	3
0.008571428571428572	3
0.02	2
0.0	3
0.25142857142857145	2
0.24857142857142858	2
0.0	3
0.022857142857142857	3
0.0	3
0.0	3
0.0	3
0.0	3
0.4685714285714286	1
0.2342857142857143	3
0.19142857142857142	2
0.0	2
0.005714285714285714	3
0.0	3
0.12571428571428572	3
0.02	3
0.011428571428571429	3
0.002857142857142857	3
0.0	3
0.23142857142857143	2
0.005714285714285714	3
0.002857142857142857	3
0.014285714285714285	2
0.14857142857142858	2
0.002857142857142857	3
0.12	3
0.0	3
0.011428571428571429	1
0.022857142857142857	3
0.011428571428571429	3
0.15714285714285714	3
0.017142857142857144	3
0.9828571428571429	2
0.037142857142857144	3
0.3057142857142857	2
0.002857142857142857	3
0.20285714285714285	3
0.12285714285714286	3
0.9485714285714286	2
0.5828571428571429	1
0.005714285714285714	3
0.38857142857142857	1
0.008571428571428572	3
0.8885714285714286	2
0.02	3
0.8057142857142857	2
0.98	1
0.017142857142857144	3
0.02	2
0.002857142857142857	3
0.0	3
0.005714285714285714	3
0.002857142857142857	3
0.1657142857142857	3
0.05142857142857143	3
0.4257142857142857	2
0.0	3
0.0	3
0.0	3
0.04	2
0.15142857142857144	2
0.017142857142857144	2
0.11142857142857143	3
0.005714285714285714	3
0.002857142857142857	3
0.05142857142857143	3
0.0	3
0.002857142857142857	3
0.02857142857142857	3
0.8085714285714286	3
0.0	3
0.44857142857142857	3
0.0	3
0.0	3
0.0	3
0.6971428571428572	3
0.0	3
0.005714285714285714	3
0.011428571428571429	3
0.19142857142857142	3
0.0	3
0.008571428571428572	3
0.005714285714285714	3
0.10857142857142857	2
0.4742857142857143	2
0.002857142857142857	3
0.0	2
0.0	3
0.037142857142857144	3
0.8085714285714286	2
0.0	3
0.04285714285714286	2
0.05714285714285714	2
0.005714285714285714	3
0.022857142857142857	2
0.1742857142857143	2
0.002857142857142857	2
0.0	2
0.005714285714285714	3
0.5114285714285715	1
0.33714285714285713	2
0.014285714285714285	3
0.0	2
0.3314285714285714	2
0.008571428571428572	3
0.10857142857142857	2
0.46	1
0.02	3
0.008571428571428572	3
0.002857142857142857	2
0.022857142857142857	3
0.8142857142857143	1
0.005714285714285714	3
0.34285714285714286	3
0.017142857142857144	2
0.008571428571428572	3
0.13714285714285715	2
0.008571428571428572	3
0.011428571428571429	3
0.008571428571428572	2
0.017142857142857144	3
0.05142857142857143	3
0.008571428571428572	3
0.005714285714285714	3
0.008571428571428572	2
0.03142857142857143	3
0.15714285714285714	3
0.002857142857142857	3
0.05714285714285714	3
0.002857142857142857	3
0.017142857142857144	3
0.11714285714285715	3
0.002857142857142857	3
0.06857142857142857	3
0.02857142857142857	3
0.1	3
0.017142857142857144	3
0.002857142857142857	3
0.11142857142857143	3
0.16285714285714287	2
0.08	3
0.0	2
0.05142857142857143	3
0.014285714285714285	3
0.054285714285714284	1
0.008571428571428572	3
0.008571428571428572	3
0.005714285714285714	3
0.008571428571428572	3
0.5085714285714286	3
0.3342857142857143	2
0.005714285714285714	3
0.06	3
0.05714285714285714	3
0.02857142857142857	3
0.011428571428571429	3
0.0	2
0.017142857142857144	3
0.0	3
0.28285714285714286	3
0.008571428571428572	2
0.24857142857142858	2
0.0	3
0.014285714285714285	3
0.0	2
0.0	2
0.05142857142857143	3
0.11714285714285715	3
0.07142857142857142	2
0.0	3
0.0	3
0.0	3
0.0	3
0.0	3
0.0	1
0.10571428571428572	3
0.0	2
0.0	3
0.0	3
0.0	2
0.0	3
0.002857142857142857	3
0.005714285714285714	3
0.09714285714285714	3
0.0	3
0.0	3
0.0	3
0.0	3
0.22285714285714286	2
0.13142857142857142	2
0.29904761904761906	3
0.10285714285714286	2
0.025714285714285714	1
0.32857142857142857	3
0.9514285714285714	2
0.8628571428571429	2
0.9057142857142857	1
0.1457142857142857	3
0.9942857142857143	3
0.037142857142857144	3
0.022857142857142857	3
0.15428571428571428	3
0.8057142857142857	2
0.8114285714285714	1
0.6114285714285714	1
0.02	3
0.03428571428571429	3
0.4742857142857143	3
0.022857142857142857	3
0.05142857142857143	3
0.12857142857142856	3
0.0	3
0.6714285714285714	1
0.13714285714285715	3
0.0	3
0.045714285714285714	2
0.0	3
0.0	3
0.0	3
0.0	3
0.0	3
0.0	3
0.0	3
0.0	3
0.005714285714285714	3
0.0	3
0.0	3
0.16857142857142857	3
0.0	3
0.0	3
0.0	3
0.0	3
0.002857142857142857	3
0.014285714285714285	3
0.0	3
0.014285714285714285	3
0.017142857142857144	3
0.002857142857142857	3
0.09428571428571429	3
0.008571428571428572	3
0.017142857142857144	3
0.008571428571428572	3
0.005714285714285714	3
0.008571428571428572	3
0.3	3
0.045714285714285714	3
0.58	2
0.08285714285714285	3
0.4857142857142857	2
0.21428571428571427	3
0.0	3
0.005714285714285714	2
0.38285714285714284	2
0.03428571428571429	3
0.08857142857142856	3
0.0	3
0.0	3
0.0	3
0.2057142857142857	3
0.017142857142857144	2
0.008571428571428572	3
0.06571428571428571	3
0.022857142857142857	3
0.008571428571428572	3
0.011428571428571429	3
0.008571428571428572	3
0.0	3
0.0	3
0.014285714285714285	3
0.22857142857142856	3
0.0	3
0.05714285714285714	3
0.002857142857142857	3
0.06	2
0.002857142857142857	3
0.017142857142857144	3
0.017142857142857144	3
0.0	3
0.0	3
0.19428571428571428	1
0.0	3
0.002857142857142857	3
0.0	3
0.03428571428571429	3
0.017142857142857144	2
0.0	3
0.0	3
0.0	3
0.0	3
0.0	3
0.014285714285714285	3
0.002857142857142857	3
0.05714285714285714	3
0.6485714285714286	3
0.005714285714285714	3
0.08285714285714285	3
0.008571428571428572	3
0.025714285714285714	3
0.36857142857142855	3
0.011428571428571429	3
0.0	3
0.0	3
0.29714285714285715	1
0.0	3
0.06285714285714286	2
0.045714285714285714	3
0.005714285714285714	3
0.5857142857142857	3
0.38285714285714284	2
0.4942857142857143	3
0.017142857142857144	2
0.0	3
0.002857142857142857	3
0.10571428571428572	2
0.17714285714285713	2
0.0	3
0.022857142857142857	3
0.3485714285714286	2
0.0	3
0.014285714285714285	2
0.5857142857142857	2
0.02	3
0.4657142857142857	2
0.24	2
0.8685714285714285	1
0.0	3
0.0	3
0.38857142857142857	2
0.0	3
0.19714285714285715	3
0.037142857142857144	3
0.0	3
0.03142857142857143	3
0.0	3
0.0	3
0.008571428571428572	3
0.07428571428571429	2
0.022857142857142857	2
0.0	3
0.005714285714285714	3
0.0	3
0.40285714285714286	2
0.0	3
0.011428571428571429	3
0.011428571428571429	3
0.002857142857142857	3
0.0	3
0.2571428571428571	2
0.005714285714285714	2
0.002857142857142857	2
0.09142857142857143	3
0.005714285714285714	3
0.4942857142857143	2
0.07714285714285714	2
0.005714285714285714	2
0.4114285714285714	2
0.07428571428571429	3
0.2857142857142857	2
0.005714285714285714	3
0.6685714285714286	2
0.11142857142857143	2
0.5142857142857142	3
0.0	2
0.03142857142857143	3
0.8771428571428571	2
0.24	2
0.6714285714285714	2
0.0	3
0.09428571428571429	3
0.008571428571428572	3
0.04285714285714286	2
0.005714285714285714	3
0.5114285714285715	3
0.0	3
0.03142857142857143	3
0.0	3
0.3914285714285714	1
0.002857142857142857	3
0.3657142857142857	3
0.08857142857142856	2
0.005714285714285714	3
0.5171428571428571	3
0.005714285714285714	3
0.0	3
0.005714285714285714	2
0.005714285714285714	3
0.017142857142857144	3
0.0	2
0.0	3
0.10571428571428572	1
0.0	3
0.037142857142857144	3
0.002857142857142857	2
0.002857142857142857	1
0.1657142857142857	2
0.0	3
0.02857142857142857	2
0.7857142857142857	1
0.0	3
0.08571428571428572	3
0.005714285714285714	3
0.1657142857142857	1
0.017142857142857144	2
0.43142857142857144	1
0.037142857142857144	3
0.16857142857142857	3
0.62	3
0.002857142857142857	3
0.008571428571428572	3
0.005714285714285714	3
0.04857142857142857	3
0.13142857142857142	3
0.4742857142857143	3
0.05714285714285714	3
0.2914285714285714	2
0.0	3
0.008571428571428572	3
0.037142857142857144	3
0.6057142857142858	1
0.0	3
0.0	3
0.0	3
0.002857142857142857	3
0.11142857142857143	2
0.0	3
0.02	3
0.08	3
0.0	3
0.0	2
0.0	3
0.24285714285714285	3
0.008571428571428572	3
0.18571428571428572	2
0.017142857142857144	2
0.0	3
0.10571428571428572	3
0.09142857142857143	3
0.022857142857142857	3
0.0	3
0.04	3
0.11714285714285715	3
0.3914285714285714	3
0.002857142857142857	3
0.2342857142857143	2
0.08	2
0.054285714285714284	3
0.37714285714285717	2
0.037142857142857144	3
0.002857142857142857	3
0.011428571428571429	3
0.0	3
0.005714285714285714	2
0.07714285714285714	2
0.11142857142857143	2
0.0	2
0.11714285714285715	2
0.02857142857142857	2
0.15142857142857144	1
0.008571428571428572	3
0.25142857142857145	2
0.002857142857142857	3
0.06857142857142857	3
0.0	3
0.0	1
0.002857142857142857	2
0.03428571428571429	3
0.002857142857142857	3
0.05142857142857143	3
0.3	2
0.0	3
0.002857142857142857	3
0.0	3
0.02	3
0.011428571428571429	3
0.005714285714285714	3
0.0	3
0.005714285714285714	3
0.005714285714285714	3
0.2057142857142857	2
0.014285714285714285	3
0.09714285714285714	3
0.017142857142857144	2
0.014285714285714285	3
0.002857142857142857	3
0.011428571428571429	2
0.3028571428571429	2
0.2257142857142857	2
0.3457142857142857	3
0.0	3
0.0	3
0.26	2
0.14	3
0.0	3
0.10857142857142857	2
0.0	2
0.005714285714285714	2
0.06571428571428571	3
0.11714285714285715	3
0.002857142857142857	3
0.0	3
0.011428571428571429	2
0.0	2
0.017142857142857144	3
0.014285714285714285	3
0.002857142857142857	3
0.0	3
0.0	3
0.022857142857142857	2
0.05714285714285714	2
0.022857142857142857	3
0.02857142857142857	3
0.045714285714285714	1
0.24285714285714285	2
0.025714285714285714	3
0.25142857142857145	3
0.011428571428571429	3
0.0	3
0.011428571428571429	3
0.49714285714285716	2
0.0	3
0.0	3
0.0	2
0.008571428571428572	3
0.002857142857142857	3
0.005714285714285714	3
0.005714285714285714	3
0.0	3
0.38	2
0.0	2
0.05714285714285714	3
0.12857142857142856	3
0.0	3
0.0	2
0.011428571428571429	2
0.011428571428571429	3
0.47714285714285715	2
0.022857142857142857	3
0.008571428571428572	2
0.04	2
0.011428571428571429	3
0.02857142857142857	3
0.24	2
0.04285714285714286	3
0.1	3
0.08857142857142856	2
0.46	2
0.2885714285714286	3
0.6142857142857143	2
0.48857142857142855	3
0.10285714285714286	3
0.13428571428571429	2
0.26857142857142857	3
0.20285714285714285	3
0.3057142857142857	2
0.14285714285714285	3
0.82	2
0.054285714285714284	3
0.022857142857142857	2
0.6514285714285715	2
0.1457142857142857	3
0.16857142857142857	3
0.38571428571428573	2
0.3057142857142857	3
0.9771428571428571	2
0.8485714285714285	2
0.06571428571428571	1
0.09714285714285714	2
0.09428571428571429	3
0.3628571428571429	2
0.8257142857142857	2
0.002857142857142857	3
0.02	2
0.011428571428571429	1
0.0	3
0.12285714285714286	2
0.35428571428571426	2
0.002857142857142857	3
0.0	2
0.13714285714285715	3
0.0	3
0.0	3
0.011428571428571429	2
0.0	2
0.02	2
0.008571428571428572	2
0.03428571428571429	2
0.014285714285714285	1
0.12857142857142856	2
0.07142857142857142	2
0.002857142857142857	3
0.05714285714285714	3
0.11714285714285715	2
0.002857142857142857	3
0.0	3
0.0	3
0.07428571428571429	2
0.14	3
0.0	2
0.005714285714285714	3
0.13428571428571429	2
0.0	3
0.06857142857142857	3
0.0	3
0.005714285714285714	3
0.0	3
0.0	3
0.0	3
0.005714285714285714	3
0.0	3
0.0	3
0.0	3
0.03142857142857143	3
0.017142857142857144	3
0.022857142857142857	3
0.0	3
0.0	2
0.0	3
0.037142857142857144	3
0.03428571428571429	2
0.7628571428571429	1
0.41714285714285715	2
0.005714285714285714	2
0.025714285714285714	3
0.17714285714285713	2
0.17142857142857143	3
0.06857142857142857	2
0.12	3
0.02857142857142857	3
0.04	2
0.014285714285714285	3
0.04	2
0.12285714285714286	3
0.08285714285714285	2
0.011428571428571429	2
0.025714285714285714	3
0.014285714285714285	2
0.18	2
0.045714285714285714	2
0.037142857142857144	3
0.011428571428571429	3
0.6257142857142857	2
0.008571428571428572	3
0.21428571428571427	2
0.05714285714285714	2
0.005714285714285714	3
0.04285714285714286	3
0.008571428571428572	3
0.02857142857142857	3
0.4514285714285714	2
0.002857142857142857	3
0.08	3
0.08285714285714285	2
0.03142857142857143	3
0.037142857142857144	3
0.08285714285714285	3
0.06857142857142857	2
0.0	3
0.02857142857142857	3
0.1	3
0.07142857142857142	3
0.005714285714285714	3
0.002857142857142857	3
0.0	3
0.12571428571428572	2
0.0	3
0.28285714285714286	2
0.0	3
0.0	3
0.0	3
